id,x,y,sammlung
1486397,3.3271575,6.9090457,mek
1570538,3.7210312,12.012905,mek
525580,6.18394,10.559856,mek
1442848,-0.28787443,10.157651,mek
962622,0.26298574,15.192502,ang
959638,-5.8581095,13.593714,ang
1830664,2.6182904,13.50644,mek
506319,5.4405766,-0.22387977,mek
1013929,4.293177,10.206294,mek
2262394,4.40838,19.094694,ang
508645,3.5080047,12.631993,mek
1602009,-1.1991761,10.480495,mek
1435197,-0.3862451,8.398528,mek
1442691,0.43711826,9.95829,mek
959374,-1.322324,11.773643,ang
1486476,2.5014095,2.496198,mek
965546,-0.4662011,17.682552,ang
1574018,3.2356327,4.0996394,mek
1555938,-0.34621283,4.6309,mek
1253090,4.6597676,1.7555633,mek
1605436,2.0427847,10.839071,mek
967175,-0.30475977,14.717382,ang
1432817,2.2620213,11.930294,mek
1564572,15.282482,7.001274,mek
573286,5.7144585,6.691896,mek
842114,3.3293989,5.833279,mek
1423850,5.177883,0.5060359,mek
1848256,0.5840005,7.5351086,mek
967645,-0.6513218,16.567938,ang
2264610,2.756535,12.5801525,mek
2018340,5.1306186,15.126155,mek
1294552,5.093654,1.8089998,mek
1575668,6.492245,12.749791,mek
2222595,-0.12655757,1.4878513,mek
961678,0.32521796,14.094698,ang
798606,-2.4113278,7.6047,mek
1822263,2.1713424,3.5917492,mek
2032042,2.7865462,15.263042,mek
2394981,-1.3224927,11.130031,mek
2260477,-4.2177343,0.13403955,ang
963160,-3.4651556,11.1797,ang
1439203,-1.7634774,13.549344,mek
967206,-0.97189516,15.001773,ang
965120,-5.533706,11.720005,ang
1307509,4.6748743,1.6103863,mek
1560515,3.830033,8.502666,mek
2260001,-4.434498,-0.16672178,ang
824535,3.5697303,8.399492,mek
2260067,-4.8012815,0.23010156,ang
740117,-2.1133692,7.349826,mek
1854765,1.1675315,4.244713,mek
2394458,4.5468183,4.8629737,mek
967031,-0.2783484,15.135517,ang
538895,4.918222,3.177677,mek
960650,-0.8808923,15.43711,ang
2018491,5.252921,15.233659,mek
1020833,4.9156938,10.274214,mek
962060,0.41375753,14.849123,ang
960001,-1.0093346,6.86384,ang
1936772,-0.41694936,11.423871,ang
1443110,-0.5633979,9.081534,mek
963793,-6.5152407,11.829532,ang
514869,6.9934087,3.2659826,mek
2050202,-1.8010567,15.768367,ang
569766,5.5543265,1.5879052,mek
2030620,3.4990413,15.028397,mek
958517,-1.1123505,14.961112,ang
1434916,0.17932454,8.064746,mek
1495768,2.324875,3.9957392,mek
965451,-0.54221517,13.158417,ang
545938,5.4101105,7.274114,mek
828416,3.6868765,5.905605,mek
1656075,0.8978913,3.2327743,mek
558362,2.921626,0.8420968,mek
1066056,-5.4214644,11.160539,ang
963248,-6.2068696,10.734785,ang
1439414,0.30533898,7.0791836,mek
967059,-2.407699,17.208199,ang
2260799,-4.193637,0.03765046,ang
2259999,-5.00995,-0.0205437,ang
960127,-0.9206251,11.821093,ang
960441,0.7489638,14.011126,ang
967852,-6.6072645,11.256027,ang
962068,-0.8650611,16.543402,ang
1693447,1.1028625,13.48203,mek
965608,-3.4149776,12.682112,ang
1512626,1.8254175,6.475049,mek
963781,-4.09978,12.084676,ang
2297553,3.8475113,6.070445,mek
1307501,4.6734104,1.5720305,mek
967490,-5.7332015,11.312982,ang
958911,-2.1100514,15.195007,ang
739364,-1.7957138,7.188971,mek
1835625,-0.011247468,9.383301,mek
503591,6.861858,1.7745652,mek
2033213,3.2359989,14.635546,mek
2402156,4.800531,7.2409143,mek
1576718,5.0195217,7.692252,mek
546165,-0.23591201,1.0434611,mek
1575608,4.2473536,6.904901,mek
741783,-2.0965137,15.560139,mek
963294,-1.2599815,17.003254,ang
967711,-3.362181,12.0626955,ang
1870510,3.2456002,2.5392413,mek
507387,6.8526745,2.9981198,mek
528762,6.2754254,3.8352733,mek
1840772,4.314076,8.305521,mek
740875,-4.3913074,13.093554,mek
962608,-0.29394984,17.632206,ang
2038021,1.5750079,15.366995,mek
525590,5.223728,10.326451,mek
1623855,4.6556034,10.184618,mek
1971326,2.659675,12.8017235,mek
2302326,3.4771166,10.026693,mek
959240,-1.494844,16.332884,ang
1928787,4.0974917,0.9749303,mek
1877185,1.1937985,5.4730196,mek
1866704,1.3540105,2.3778775,mek
961226,-2.4990847,11.9199915,ang
501087,2.294428,3.3078713,mek
961974,-2.8312845,11.039607,ang
2260009,-4.6967697,-0.09689764,ang
1518985,2.6355772,12.367139,mek
741005,-2.629806,14.354947,mek
2260747,-4.9308724,1.7622461,ang
960600,1.1797762,14.666732,ang
2032183,2.875511,15.449375,mek
2260092,-4.381336,1.265134,ang
1861326,2.4868069,5.7687993,mek
797211,-3.4231706,11.00903,mek
965611,-3.478247,10.872572,ang
1716690,2.4367623,5.035484,mek
1435885,-6.9400086,11.149146,mek
2032039,2.3904088,15.22042,mek
959275,-6.368856,12.142241,ang
753890,2.5425222,2.9050968,mek
1722659,1.6369395,6.9822335,mek
1913281,4.183489,8.395942,mek
966980,0.16611354,14.590139,ang
961358,0.37209493,16.577463,ang
572483,0.45793858,3.8979928,mek
2318971,1.7490865,2.2304063,mek
1428438,1.8632966,11.681797,mek
1913205,4.4064574,8.455296,mek
1870607,5.843665,6.5739603,mek
798815,-2.207362,7.1722083,mek
754790,1.1441453,1.1918185,mek
501164,1.3879062,4.1922235,mek
2029815,2.822038,14.995412,mek
958387,-2.4859324,12.147646,ang
1559567,1.5928077,1.6232972,mek
1251627,2.9090698,-1.4411067,mek
958666,-5.9986076,10.426415,ang
2025517,4.046898,18.447178,ang
962738,-2.7191591,10.716586,ang
1970600,3.1627703,10.602646,mek
506585,3.140459,-0.7224939,mek
1560168,15.188716,6.9874616,mek
960599,-0.020259943,16.590523,ang
1696127,4.988567,5.1105137,mek
516506,5.4854407,2.1327784,mek
961510,-3.5096033,13.562411,ang
963133,-5.7440495,10.668548,ang
986753,2.704048,10.895012,mek
2018854,6.180113,14.934079,mek
968285,-1.423897,11.913039,ang
960921,-1.3958066,17.843033,ang
1838892,1.7970526,0.93721294,mek
2260468,-4.54451,1.3465668,ang
1876276,1.7287087,11.905451,mek
581314,5.932572,1.0693363,mek
2260072,-5.113159,1.9358387,ang
1532530,6.0188193,7.691756,mek
1887687,5.4783616,4.7240367,mek
1683076,2.3144674,7.363425,mek
1603721,2.4149702,7.2076993,mek
515406,7.2147155,2.9982743,mek
539569,4.7149677,5.077356,mek
982249,0.96551317,1.6940295,mek
966212,-3.7508001,11.184234,ang
740919,4.1641917,5.747529,mek
1822262,5.2360144,2.6162114,mek
1358252,3.5758896,0.9564352,mek
1011375,0.11117643,1.6272465,mek
1865548,1.6416525,12.849062,mek
1026888,1.8842555,0.8211524,mek
1650864,5.5053077,3.0949192,mek
522852,5.240861,10.5840435,mek
2260752,-4.0597935,1.6137681,ang
967304,-3.288941,12.155613,ang
1699927,6.3494344,4.2367296,mek
513328,4.9248853,12.49039,mek
1865779,0.85806644,7.1544085,mek
960302,-3.1640778,15.068339,ang
1555163,2.4384553,7.1793733,mek
1065536,-2.9858854,13.731777,ang
2262410,4.947375,19.547182,ang
962257,-0.47427636,15.079214,ang
801768,-1.8944278,7.525352,mek
967666,-3.3532984,13.21986,ang
958828,-0.5041922,16.28959,ang
1923023,2.9442723,2.3513613,mek
1558989,1.1153587,1.8196756,mek
1512593,1.8527176,6.529663,mek
963907,-1.7977536,14.494089,ang
569433,2.0774307,0.66420656,mek
577628,-0.5700797,8.1888485,mek
1970850,2.6912138,10.488256,mek
1428428,0.05857325,8.533269,mek
2294468,2.68433,8.480158,mek
1142947,0.80930924,4.682123,mek
1700726,1.4392129,1.3359616,mek
2260698,-4.473336,-0.011194172,ang
829802,2.4822009,12.521745,mek
1696619,2.26625,4.02456,mek
576065,3.6900036,5.4551334,mek
961901,-0.9257367,17.276827,ang
1702516,3.3962426,9.484462,mek
958941,-5.7263913,11.168283,ang
2260127,-4.9193053,1.2785418,ang
962266,0.8214963,16.36946,ang
740038,-0.3007245,9.72515,mek
1532471,6.43358,7.73462,mek
1533997,1.936246,6.114767,mek
1072033,2.2170258,11.471309,mek
1969722,4.2186437,10.518279,mek
1362502,0.2198534,8.98182,mek
1817958,0.84239715,1.1932694,mek
1487057,1.6550088,3.1216462,mek
967494,-2.7774727,10.941821,ang
961183,-1.30656,14.605429,ang
1865397,-0.88297147,10.103882,mek
504484,5.0379477,0.912952,mek
1870661,5.216262,8.134367,mek
1866021,4.880443,0.45478058,mek
1309913,4.479455,1.0506345,mek
1575746,6.387264,12.7106085,mek
507556,3.3051467,13.928287,mek
522781,3.4220996,9.993405,mek
964171,-0.6868172,13.005737,ang
1876255,3.406958,10.376802,mek
966203,0.24501777,14.777007,ang
530656,3.3381739,2.2701676,mek
566121,5.0049324,5.0890975,mek
959278,0.27104843,14.183568,ang
1615708,5.907965,6.5922866,mek
1575587,1.5373687,9.370414,mek
959766,-1.1769589,11.783044,ang
1936768,-0.52977544,11.545652,ang
1853058,0.712942,2.80354,mek
534284,6.3560653,4.099819,mek
961326,-0.75110275,17.807375,ang
1574049,4.965463,6.3657804,mek
962432,-2.267793,16.088326,ang
962514,-5.555652,11.191738,ang
2260042,-4.487076,0.95562625,ang
2474518,-0.22460398,7.1981735,mek
960264,0.29077753,8.9073515,ang
555715,1.6194435,4.933841,mek
501677,-1.71909,7.8642244,mek
961719,-2.6972108,16.102846,ang
1509997,2.2595277,11.564962,mek
1437494,3.0853364,1.2009529,mek
967820,-5.6653075,13.616695,ang
2293636,2.9171336,-1.4917289,mek
2028359,5.528649,3.6653056,mek
515324,7.06325,2.9589949,mek
961530,-3.0199165,13.271492,ang
502896,-2.1418521,16.331703,mek
2262411,4.8535876,19.481495,ang
1403666,5.662636,0.24186628,mek
1559537,1.3970839,2.0861392,mek
1543496,4.315022,7.422172,mek
525581,6.107304,10.276458,mek
966934,-3.8523166,10.049904,ang
968272,-1.1508014,17.444674,ang
968248,-0.20917778,17.585573,ang
575019,2.4723346,2.818256,mek
966406,-1.6892291,15.047049,ang
961650,-3.2479084,15.137785,ang
1512420,4.30781,2.4166777,mek
2018853,6.30919,15.031086,mek
2039291,-3.0030596,11.563941,ang
534182,6.2680135,4.20999,mek
980105,3.6888828,1.7265246,mek
968292,0.20761836,16.174719,ang
962493,-0.9208159,16.475763,ang
963476,0.31203794,11.52096,ang
2230308,4.077828,2.358043,mek
965891,-0.59177774,14.749675,ang
960524,-1.0404803,16.239635,ang
967766,-4.0458546,10.034149,ang
1294592,5.35953,1.9969012,mek
2031519,2.0351539,15.336981,mek
966546,-4.177157,9.865934,ang
1716689,2.4628105,5.21991,mek
2348802,2.5400262,3.5486462,mek
1966983,4.3876996,11.432356,mek
967382,-3.3978453,10.665864,ang
962364,-3.0019479,13.317151,ang
1294643,5.321221,1.2267797,mek
555917,-0.76684093,12.016714,mek
962791,0.15701252,16.019243,ang
741182,-4.898973,14.030518,mek
966935,0.2868687,17.25852,ang
1970951,2.004894,11.37665,mek
573926,-3.9683008,10.282345,mek
2395581,0.36244515,10.461258,mek
962847,-2.3617737,16.29337,ang
963118,-4.764693,10.743202,ang
1442966,-0.56794006,10.364952,mek
2038013,1.6622345,15.378402,mek
509036,1.1229662,0.85278493,mek
2018399,5.254649,14.525459,mek
1964182,2.4625778,7.129061,mek
2260726,-4.789879,-0.17784587,ang
966809,-1.2866396,15.038101,ang
1605463,-0.609852,10.891294,mek
966765,-2.0770755,16.010315,ang
1442820,-0.47481775,9.564929,mek
963704,-1.2062521,14.08546,ang
501331,-3.2066336,15.207834,mek
850693,0.8821843,9.79066,mek
961757,-1.7616146,12.054201,ang
963179,-0.6667349,16.786097,ang
579433,4.3395085,8.19259,mek
2423863,5.3460336,0.6892482,mek
569624,2.9290302,3.1477716,mek
967935,-4.667825,10.475879,ang
1448042,2.2777019,11.512993,mek
562507,3.204085,3.7686765,mek
513307,4.3269825,11.722975,mek
506512,1.2475731,2.0393772,mek
2032031,2.7445383,14.9699335,mek
1911515,1.8799374,3.8951657,mek
1570219,15.305582,6.9292336,mek
2260063,-5.0410113,1.8841325,ang
962105,-0.053183407,11.647911,ang
2260083,-4.8343086,1.5501088,ang
1358245,3.7392294,1.0382333,mek
1499563,5.6315093,9.150602,mek
800631,-0.8879064,7.7148533,mek
515021,6.712237,1.736462,mek
513317,4.778733,13.098331,mek
965125,-2.4606173,16.157827,ang
966253,-0.7533536,17.369913,ang
2292816,5.1596327,9.216953,mek
1849337,3.3847601,1.9609398,mek
958896,-3.9510915,9.777728,ang
740933,-2.316299,16.169775,mek
2018414,3.6966655,16.233047,mek
959030,-3.801797,12.152854,ang
1555781,4.5830703,8.556212,mek
1067686,4.3691144,7.496128,mek
963060,-6.541903,12.059866,ang
1399747,3.629986,10.916009,mek
959106,-1.2304764,13.608182,ang
961298,0.04091455,14.402047,ang
967001,-1.6048784,12.173096,ang
2018223,5.005649,14.619997,mek
967895,-2.2781198,14.764418,ang
513321,3.825108,12.5415535,mek
2018325,3.531121,15.82325,mek
800623,-1.1843936,9.8749695,mek
1901510,1.5582511,4.0314503,mek
964154,-1.4350629,16.418121,ang
968177,-1.1411607,12.984502,ang
2348745,2.2029672,6.5663977,mek
571000,3.2077062,11.888427,mek
962548,-1.7181141,16.116917,ang
963078,-2.2513223,12.125563,ang
582774,3.4528732,8.834192,mek
2262558,4.153856,18.383808,ang
