id,x,y
1442879,10.852888178285578,9.159473200253212
2260776,5.8133629778288824,2.5790563460148
962559,5.2584743,6.3531227
959030,6.998639221834061,8.643473453851886
965097,7.530520500416204,7.589545297206644
741003,7.208233953627852,8.286749157354627
1570139,9.325199,6.5137577
1969889,12.868847290305219,8.06535004831066
1618762,10.383312244426996,9.13916490277981
506585,7.767319,10.253558
516204,6.031466091152102,9.581650998507184
574465,8.652538586069014,10.394413613989602
1533997,4.371930502890019,9.071441431721256
577622,7.504667,10.213151
2262557,10.55093455253328,4.610021213343962
2262528,10.386144,4.7713656
1565186,11.263284016014945,10.887186334687446
501087,8.560510860746989,11.647199917751307
529651,9.993755,8.35241
1853788,3.7630293,12.330401
2038184,8.456618,7.5469947
1029812,9.975309534539665,4.9303412402119156
842649,10.562271,5.9770856
1788368,8.206377338314107,10.082866383245756
961530,5.8934517,8.627652
583524,8.584287831426424,10.405871718101407
1309900,6.8975654,12.260735
2004844,10.318209588914113,6.417846605489321
2463913,10.441119645741406,9.313721619618176
966611,10.933907208161235,5.9327769375399955
574920,9.536508848825454,4.957285398697698
2018298,1.9247885,10.46211
568643,5.906729543006966,10.463602000580783
968092,6.4837933,6.0351543
966568,7.725680804928919,7.013009881537773
2260760,5.406949410859129,3.148901037853369
535311,5.377588,12.4018955
2260678,5.33486206522689,2.80530834271442
1578040,9.30332055792103,9.616165955117385
973817,7.3216786,11.499109
1399738,8.171238870074255,8.149469037630308
572080,6.744452041496973,10.814252792931153
1021772,9.009919187712034,12.273653248373076
1487057,6.575929272816761,10.691119284665705
1702501,9.603469565531308,8.164430105054764
528825,8.005268,12.033712
828394,11.083809,7.342567
1445137,6.576295112959365,8.520355023844031
1849339,8.755122,4.91255
1502133,11.591455,6.067794
967110,5.2062893,6.0002704
506321,6.569649204228215,11.844510705079763
1358307,6.6992807,13.892958
572082,8.162441046723728,11.895933122637226
961224,5.4092703,7.4455843
512270,7.0367093,11.87002
510882,8.680954189054276,9.979047845931436
2319858,6.214558646841097,11.422152464051996
962998,5.238440359200449,6.092801666309244
1969769,12.57871525165764,8.26966752520553
1572627,11.498027491702343,10.80209781790335
558896,6.368587455960852,11.03339328902505
2031529,3.655665454239632,8.40085026046462
1575678,10.239635,6.0649
958495,6.666333503846398,8.154545311088356
1433237,9.228599239556605,6.835690601987842
2317980,5.563566,12.227659
1015271,9.699825476779154,7.681784247301307
1072512,8.843952,5.2577887
963995,10.61576,6.4738836
522835,8.558094,7.0772753
455049,8.23600200269431,8.461181468276475
503442,5.46329844220183,11.687213559867057
965951,5.5988436,5.9555135
963131,4.419058366933621,6.761501021228779
958554,8.662730911165607,4.792344544966883
740880,6.760809345457157,8.75688848015423
958665,8.550889665801979,5.188056998332544
963070,10.6945915,6.0989094
1309712,7.490964763391409,12.19195919823504
569624,6.489834739770842,9.401734672738074
1632324,11.186703287630298,5.655832511275188
501092,10.239429,9.995741
2260754,5.025619367209858,2.9578629277414703
2006365,2.9662696775008426,12.26856896704753
582872,7.339434,11.29471
1438126,7.9003196,5.7089143
1437238,4.4575863,11.192078
517238,5.2364883,10.311813
1532768,2.8179261304979177,12.073565204134463
963432,6.458197155367023,9.06365431042691
559759,5.992499432783842,10.991114977579945
740801,4.7221045,10.783268
1512626,9.856948581810494,10.464097650232096
501843,10.21616699663426,8.803084629500804
1423857,7.216914166477123,12.731410541191241
741782,7.125996,7.980556
522875,9.269367645808696,7.150740136434165
528768,5.978365978229772,10.901650149429868
1553418,9.506465870368467,5.71319883897956
963002,7.6246433523470705,4.739753115015643
966684,4.894288,8.903911
962472,7.7094336,4.7012987
1743016,10.097525,10.379819
959440,8.767597601769683,4.115695703823912
2018267,1.422939522528789,10.633325292732128
1544510,9.0168495,6.936522
501898,11.203733691650054,9.290789767356324
581396,7.334865,11.628656
507739,7.136880998326928,10.212579354037036
801489,11.571131902236356,5.248640939475967
2030618,5.859311699418472,9.057820546461999
2423916,12.494572,6.4581842
2260068,5.132798313207167,3.368291514095145
2260791,5.4288845,2.712467
963255,9.42326942056551,4.023056777023381
967766,8.604281078535825,4.718691613626069
1865841,7.087652445783186,13.037361114376395
740094,13.2312765,6.601619
1510821,11.260437,6.6663876
967974,7.960575811167878,6.417158680488115
823892,12.343556059778454,5.578930277124526
1499563,8.369755747702186,8.428130832848488
501694,11.589093110258645,8.620928362874333
1744849,10.264052352667008,10.122519903473686
513309,11.620278069085579,5.712485539499609
959354,5.439219469727088,8.150674153924575
2264613,8.980894,7.4397845
571623,12.29005687339501,9.963386709798598
2018844,1.7516503,9.633845
2262463,11.072766368495646,3.8931765931733517
2551404,10.29474292083306,5.112169371879606
515240,7.460085,8.612535
1882062,9.149055531848918,7.9866078224941885
607667,6.759773440906105,5.662559402773323
959084,8.085074496544161,10.3262014147483
965856,10.547495,4.941639
501338,8.003918293984531,7.311054782472442
2260718,5.7078414,2.8745599
2012769,5.6737485,7.917035
515994,6.2482553,9.765581
501506,12.536390693530846,9.786954875728325
2350894,7.552173,12.231817
2398745,9.69659427371103,6.865760709698798
1303911,6.0510393270947045,11.01770585741314
958618,8.625649613139966,4.322669664905424
966470,8.216601736099534,8.541539801009547
578866,7.964986536162528,6.089324176742812
965482,7.7691116,9.285047
964023,6.035303380161097,8.942869023341853
2024019,9.618962,5.6249666
2260687,4.968606473801254,2.9391655894072954
2276303,9.511972189658007,4.6214533113801135
