id,x,y,sammlung
968378,7.8251,5.993281,ang
959351,2.8374882,8.296916,ang
962134,7.9645357,6.3849216,ang
961042,7.0089574,6.8630433,ang
963307,5.656796,8.163478,ang
962404,6.344111,6.332761,ang
965736,6.099256,6.261556,ang
2260698,2.6840084,7.0475006,ang
963285,3.4900365,6.0930233,ang
965125,7.5973096,7.73312,ang
961226,6.2597694,5.8847346,ang
967219,2.6216416,9.710363,ang
962743,8.2609005,7.5807056,ang
963904,6.530855,6.087789,ang
967648,6.433206,6.6632648,ang
968169,2.776927,8.945187,ang
958866,4.233108,6.4853296,ang
967264,6.521183,4.066262,ang
958444,5.1285186,9.025672,ang
963378,8.235062,6.360276,ang
962155,2.7577338,9.830954,ang
967655,6.411726,8.019911,ang
967542,2.3265703,8.551273,ang
2260042,2.8095384,7.225093,ang
966557,2.2631195,9.385386,ang
967342,6.826039,4.582795,ang
958446,2.875142,9.938646,ang
959759,5.866172,7.415121,ang
967666,5.2682285,6.5450425,ang
966253,8.2634325,6.8778095,ang
964808,2.7904074,8.630802,ang
961916,7.3169847,7.567055,ang
967405,3.8644917,7.3369193,ang
958736,2.3953488,9.34155,ang
960631,6.51141,5.478591,ang
967554,2.4405932,9.429572,ang
963117,4.7178726,5.8339133,ang
965340,3.8796375,5.1394854,ang
967000,3.7190075,8.375523,ang
968126,4.6852236,6.6069174,ang
960997,6.451346,6.024596,ang
958450,7.197712,5.8224335,ang
959439,4.7849827,7.0948544,ang
960264,6.685626,8.920872,ang
966612,7.3452697,7.2871103,ang
960014,3.8977962,6.2663217,ang
966980,6.4540076,5.937601,ang
958924,4.361569,8.432978,ang
965074,7.412116,5.4919686,ang
2260795,3.0041976,7.506159,ang
967381,5.9670506,7.6067896,ang
2260846,2.8776114,7.0443707,ang
959638,3.4172828,4.8497252,ang
965035,7.2406135,6.2580523,ang
964790,5.639175,8.851306,ang
962474,3.6706822,8.405019,ang
960794,8.075789,6.966062,ang
961939,3.36738,9.66084,ang
963571,8.344412,7.576311,ang
964028,8.356832,6.281762,ang
967736,2.0720775,7.667237,ang
960954,2.8276815,8.658505,ang
1795858,8.157854,7.4679103,ang
963682,5.9596252,6.253492,ang
963457,7.1659746,7.7525473,ang
962736,7.466699,7.5261745,ang
958571,5.8719053,5.4884734,ang
961800,7.949779,6.965581,ang
2262459,2.4250124,8.180647,ang
965707,7.83279,7.6296926,ang
963635,6.795763,7.755829,ang
960582,7.1626983,5.4415197,ang
961307,6.565428,6.331136,ang
963391,6.9178596,6.5632763,ang
963156,5.4300904,7.1006455,ang
1065758,7.936536,6.3438883,ang
967175,6.4920382,6.4031057,ang
962268,8.267089,6.376479,ang
959848,7.5839458,7.2364707,ang
967975,7.3227687,7.2081532,ang
962590,3.4679718,4.9735227,ang
967225,6.7058268,5.8855586,ang
963284,7.7423387,7.0846024,ang
961720,2.4402254,8.7268305,ang
2050181,4.443319,6.0697384,ang
967263,5.7695184,7.6250463,ang
1936775,3.0443146,8.770654,ang
962757,5.379033,9.463535,ang
962492,7.336531,6.762998,ang
963940,7.856775,7.015784,ang
2262370,2.396442,8.07061,ang
966879,8.01987,6.0312896,ang
964150,4.840894,8.430998,ang
960316,6.5937734,7.1162477,ang
960494,3.7349873,8.577301,ang
968114,2.6504679,9.826538,ang
958733,6.9478955,6.45525,ang
967541,3.1838894,9.371273,ang
967821,7.516728,7.545628,ang
2025517,3.4338021,8.956993,ang
959556,8.587987,6.6239223,ang
963753,8.166272,7.426206,ang
958878,6.443058,5.9134827,ang
961185,6.626077,4.913245,ang
967466,8.064524,7.57088,ang
967319,3.0671628,5.8089395,ang
2260009,2.6720135,6.8485785,ang
2260116,2.7455125,7.599028,ang
962573,6.884087,6.6461077,ang
961117,2.6894407,9.636004,ang
966078,2.9876552,9.439855,ang
967464,1.9724541,7.982897,ang
967668,3.3603892,8.937942,ang
962417,3.7455785,9.015994,ang
965339,6.476579,6.183814,ang
967220,8.491615,6.5473094,ang
962451,6.7624526,6.799318,ang
959354,7.140197,7.123784,ang
960702,3.1423783,9.852965,ang
967028,2.5165124,9.202356,ang
967066,5.711804,8.893483,ang
963208,4.707952,9.636708,ang
961103,5.760638,5.4258485,ang
962850,7.4948463,7.0977907,ang
960001,5.441904,9.543349,ang
962531,3.2708747,5.616362,ang
958521,2.0489686,8.02187,ang
958774,4.58103,8.844698,ang
